airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,04001,,,,LGSM,ENGM,,2,10:05,14:05,,1478,240,J,,,,,,,,1,B738,Y?price=441.11%;J?price=441.11%;F?price=441.11%,,
AVA,04335,,,,ENVA,ENBR,,12345,04:30,05:30,,249,60,J,,,,,,,,1,CRJ9,Y?price=157.46%;J?price=157.46%;F?price=157.46%,,
AVA,04336,,,,ENBR,ENVA,,123457,15:35,16:35,,249,60,J,,,,,,,,1,B737,Y?price=157.46%;J?price=157.46%;F?price=157.46%,,
AVA,04337,,,,ENVA,ENBR,,12345,13:20,14:20,,249,60,J,,,,,,,,1,B738,Y?price=157.46%;J?price=157.46%;F?price=157.46%,,
AVA,04338,,,,ENBR,ENVA,,012345,14:40,15:40,,249,60,J,,,,,,,,1,B738,Y?price=157.46%;J?price=157.46%;F?price=157.46%,,
AVA,04339,,,,ENVA,ENEV,,6,09:15,10:30,,333,75,J,,,,,,,,1,DH8D,Y?price=176.8%;J?price=176.8%;F?price=176.8%,,
AVA,04340,,,,ENEV,ENVA,,123457,11:40,13:00,,333,80,J,,,,,,,,1,DH8D,Y?price=176.8%;J?price=176.8%;F?price=176.8%,,
AVA,04341,,,,ENVA,ENEV,,123457,09:55,11:15,,333,80,J,,,,,,,,1,DH8D,Y?price=176.8%;J?price=176.8%;F?price=176.8%,,
AVA,04342,,,,ENEV,ENVA,,6,11:45,13:00,,333,75,J,,,,,,,,1,DH8D,Y?price=176.8%;J?price=176.8%;F?price=176.8%,,
AVA,04343,,,,ENVA,ENGM,,123456,04:40,05:35,,196,55,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04344,,,,ENGM,ENVA,,123457,20:00,20:55,,196,55,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04345,,,,ENVA,ENGM,,1234,04:40,05:35,,196,55,J,,,,,,,,1,B737,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04346,,,,ENGM,ENVA,,67,16:40,17:35,,196,55,J,,,,,,,,1,CRJ9,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04347,,,,ENVA,ENGM,,6,05:15,06:10,,196,55,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04348,,,,ENGM,ENVA,,12345,17:40,18:30,,196,50,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04349,,,,ENVA,ENGM,,1234,05:45,06:40,,196,55,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04350,,,,ENGM,ENVA,,7,18:35,19:30,,196,55,J,,,,,,,,1,CRJ9,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04351,,,,ENVA,ENGM,,012345,06:40,07:35,,196,55,J,,,,,,,,1,B737,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04352,,,,ENGM,ENVA,,6,19:10,20:05,,196,55,J,,,,,,,,1,CRJ9,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04353,,,,ENGM,ENVA,,5,22:01,23:00,,196,59,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04354,,,,ENGM,ENVA,,1234,19:45,20:40,,196,55,J,,,,,,,,1,B737,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04355,,,,ENGM,ENVA,,7,20:45,21:40,,196,55,J,,,,,,,,1,B738,Y?price=145.2%;J?price=145.2%;F?price=145.2%,,
AVA,04356,,,,ENMS,ENVA,,123457,14:50,15:40,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04357,,,,ENNM,ENVA,,123457,15:50,16:20,,63,30,J,,,,,,,,1,DH8A,Y?price=114.54%;J?price=114.53%;F?price=114.54%,,
AVA,04358,,,,ENVA,ENRM,,1,04:00,04:35,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04359,,,,ENRM,ENVA,,123457,16:30,17:05,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04360,,,,ENVA,ENRM,,12345,06:20,06:55,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04361,,,,ENRM,ENVA,,7,20:20,20:55,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04362,,,,ENST,ENVA,,1357,12:05,12:55,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04363,,,,ENVA,ENST,,246,10:20,11:10,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04364,,,,ENST,ENVA,,123457,16:15,17:05,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04365,,,,ENVA,ENTC,,6,07:20,08:45,,419,85,J,,,,,,,,1,E190,Y?price=196.6%;J?price=196.6%;F?price=196.6%,,
AVA,04366,,,,ENTC,ENVA,,6,11:40,13:20,,419,100,J,,,,,,,,1,DH8D,Y?price=196.6%;J?price=196.6%;F?price=196.6%,,
AVA,04367,,,,ENVA,ENTC,,012345,10:15,11:40,,419,85,J,,,,,,,,1,B737,Y?price=196.6%;J?price=196.6%;F?price=196.6%,,
AVA,04368,,,,ENTC,ENVA,,012345,12:10,13:40,,419,90,J,,,,,,,,1,B737,Y?price=196.6%;J?price=196.6%;F?price=196.6%,,
AVA,04369,,,,ENVA,ENZV,,1245,10:10,11:20,,314,70,J,,,,,,,,1,CRJ9,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04370,,,,ENZV,ENVA,,012345,12:30,13:40,,314,70,J,,,,,,,,1,CRJ9,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04371,,,,ENVA,EPKK,,247,08:20,10:45,,852,145,J,,,,,,,,1,B738,Y?price=296.68%;J?price=296.68%;F?price=296.68%,,
AVA,04372,,,,EPKK,ENVA,,247,11:15,13:35,,852,140,J,,,,,,,,1,B738,Y?price=296.68%;J?price=296.68%;F?price=296.68%,,
AVA,04373,,,,ENVA,ESSA,,12346,07:30,09:05,,303,95,J,,,,,,,,1,AT72,Y?price=170%;J?price=170.01%;F?price=170.01%,,
AVA,04374,,,,ESSA,ENVA,,12345,19:10,20:45,,303,95,J,,,,,,,,1,CRJ9,Y?price=170%;J?price=170.01%;F?price=170.01%,,
AVA,04375,,,,ENVA,EVRA,,135,17:25,19:05,,550,100,J,,,,,,,,1,B738,Y?price=227.02%;J?price=227.02%;F?price=227.02%,,
AVA,04376,,,,EVRA,ENVA,,135,19:35,21:20,,550,105,J,,,,,,,,1,B738,Y?price=227.02%;J?price=227.02%;F?price=227.02%,,
AVA,04377,,,,ENVA,GCLP,,3,05:30,11:35,,2363,365,J,,,,,,,,1,B738,Y?price=645.25%;J?price=645.24%;F?price=645.24%,,
AVA,04378,,,,GCLP,ENVA,,3,14:10,19:55,,2363,345,J,,,,,,,,1,B738,Y?price=645.25%;J?price=645.24%;F?price=645.24%,,
AVA,04379,,,,ENVA,LBWN,,3,06:00,09:30,,1346,210,J,,,,,,,,1,A321,Y?price=410.71%;J?price=410.7%;F?price=410.7%,,
AVA,04380,,,,LBWN,ENVA,,3,10:40,14:10,,1346,210,J,,,,,,,,1,A321,Y?price=410.71%;J?price=410.7%;F?price=410.7%,,
AVA,04381,,,,ENVA,LCLK,,1,10:05,15:00,,1909,295,J,,,,,,,,1,B738,Y?price=540.54%;J?price=540.54%;F?price=540.54%,,
AVA,04382,,,,LCLK,ENVA,,1,16:00,21:05,,1909,305,J,,,,,,,,1,B738,Y?price=540.54%;J?price=540.54%;F?price=540.54%,,
AVA,04383,,,,ENVA,LDDU,,26,05:10,08:30,,1280,200,J,,,,,,,,1,B738,Y?price=395.28%;J?price=395.27%;F?price=395.27%,,
AVA,04384,,,,LDDU,ENVA,,26,09:10,12:30,,1280,200,J,,,,,,,,1,B738,Y?price=395.28%;J?price=395.27%;F?price=395.27%,,
AVA,04385,,,,ENVA,LDPL,,7,14:25,17:35,,1118,190,J,,,,,,,,1,B738,Y?price=358.11%;J?price=358.11%;F?price=358.11%,,
AVA,04386,,,,LDPL,ENVA,,7,18:15,21:25,,1118,190,J,,,,,,,,1,B738,Y?price=358.11%;J?price=358.11%;F?price=358.11%,,
AVA,04387,,,,ENVA,LDSP,,25,04:00,07:10,,1209,190,J,,,,,,,,1,B738,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04388,,,,LDSP,ENVA,,25,07:55,11:10,,1209,195,J,,,,,,,,1,B738,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04389,,,,ENVA,LDSP,,136,05:00,08:20,,1209,200,J,,,,,,,,1,B738,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04390,,,,LDSP,ENVA,,136,09:05,12:20,,1209,195,J,,,,,,,,1,B738,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04391,,,,ENVA,LDSP,,3,16:00,19:20,,1209,200,J,,,,,,,,1,A321,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04392,,,,LDSP,ENVA,,3,20:20,23:33,,1209,193,J,,,,,,,,1,A321,Y?price=379.08%;J?price=379.08%;F?price=379.08%,,
AVA,04393,,,,ENVA,LELC,,6,04:10,08:30,,1598,260,J,,,,,,,,1,B738,Y?price=468.88%;J?price=468.88%;F?price=468.88%,,
AVA,04394,,,,LELC,ENVA,,6,09:15,13:30,,1598,255,J,,,,,,,,1,B738,Y?price=468.88%;J?price=468.88%;F?price=468.88%,,
AVA,04395,,,,ENVA,LEMH,,7,04:45,08:50,,1436,245,J,,,,,,,,1,B738,Y?price=431.31%;J?price=431.31%;F?price=431.31%,,
AVA,04396,,,,LEMH,ENVA,,7,09:35,13:35,,1436,240,J,,,,,,,,1,B738,Y?price=431.31%;J?price=431.31%;F?price=431.31%,,
AVA,04397,,,,ENVA,LEPA,,2,05:00,08:55,,1464,235,J,,,,,,,,1,A321,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04398,,,,LEPA,ENVA,,2,10:20,14:15,,1464,235,J,,,,,,,,1,A321,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04399,,,,ENVA,LEPA,,6,09:40,13:30,,1464,230,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04400,,,,LEPA,ENVA,,6,14:30,18:25,,1464,235,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04401,,,,ENVA,LEPA,,6,15:40,19:30,,1464,230,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04402,,,,LEPA,ENVA,,6,20:20,00:10,,1464,230,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04403,,,,ENVA,LEPA,,5,20:15,00:10,,1464,235,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04404,,,,LEPA,ENVA,,5,15:20,19:15,,1464,235,J,,,,,,,,1,B738,Y?price=437.83%;J?price=437.83%;F?price=437.83%,,
AVA,04405,,,,ENVA,LFMN,,46,05:00,08:20,,1195,200,J,,,,,,,,1,B738,Y?price=375.66%;J?price=375.66%;F?price=375.66%,,
AVA,04406,,,,LFMN,ENVA,,46,09:00,12:15,,1195,195,J,,,,,,,,1,B738,Y?price=375.66%;J?price=375.66%;F?price=375.66%,,
AVA,04407,,,,ENVA,LGRP,,6,04:00,08:30,,1740,270,J,,,,,,,,1,B738,Y?price=501.58%;J?price=501.59%;F?price=501.59%,,
AVA,04408,,,,LGRP,ENVA,,6,09:30,14:00,,1740,270,J,,,,,,,,1,B738,Y?price=501.58%;J?price=501.59%;F?price=501.59%,,
AVA,04409,,,,ENVA,LGRP,,7,04:45,09:30,,1740,285,J,,,,,,,,1,B738,Y?price=501.58%;J?price=501.59%;F?price=501.59%,,
AVA,04410,,,,LGRP,ENVA,,7,10:30,15:00,,1740,270,J,,,,,,,,1,B738,Y?price=501.58%;J?price=501.59%;F?price=501.59%,,
AVA,04411,,,,ENVA,LGSA,,5,03:50,08:25,,1745,275,J,,,,,,,,1,B738,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04412,,,,LGSA,ENVA,,5,09:15,13:45,,1745,270,J,,,,,,,,1,B738,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04413,,,,ENVA,LGSA,,4,05:00,09:25,,1745,265,J,,,,,,,,1,A321,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04414,,,,LGSA,ENVA,,4,20:50,01:20,,1745,270,J,,,,,,,,1,A321,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04415,,,,ENVA,LGSA,,7,05:10,09:45,,1745,275,J,,,,,,,,1,B737,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04416,,,,LGSA,ENVA,,7,10:45,15:10,,1745,265,J,,,,,,,,1,B737,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04417,,,,ENVA,LGSA,,5,12:05,16:40,,1745,275,J,,,,,,,,1,B738,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04418,,,,LGSA,ENVA,,5,17:40,22:05,,1745,265,J,,,,,,,,1,B738,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04419,,,,ENVA,LGSA,,6,14:40,19:15,,1745,275,J,,,,,,,,1,B737,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04420,,,,LGSA,ENVA,,6,20:10,00:35,,1745,265,J,,,,,,,,1,B737,Y?price=502.68%;J?price=502.68%;F?price=502.68%,,
AVA,04421,,,,ENVA,LGSR,,6,04:00,08:20,,1709,260,J,,,,,,,,1,B737,Y?price=494.29%;J?price=494.3%;F?price=494.3%,,
AVA,04422,,,,LGSR,ENVA,,6,09:20,13:35,,1709,255,J,,,,,,,,1,B737,Y?price=494.29%;J?price=494.3%;F?price=494.3%,,
AVA,04423,,,,ENVA,LICC,,2,04:20,08:30,,1567,250,J,,,,,,,,1,B737,Y?price=461.54%;J?price=461.53%;F?price=461.53%,,
AVA,04424,,,,LICC,ENVA,,2,09:30,13:40,,1567,250,J,,,,,,,,1,B737,Y?price=461.54%;J?price=461.53%;F?price=461.53%,,
AVA,04425,,,,ENVA,LTAI,,2,15:45,20:00,,1750,255,J,,,,,,,,1,A321,Y?price=503.86%;J?price=503.86%;F?price=503.86%,,
AVA,04426,,,,LTAI,ENVA,,2,21:20,01:55,,1750,275,J,,,,,,,,1,A321,Y?price=503.86%;J?price=503.86%;F?price=503.86%,,
AVA,04427,,,,ENVD,ENAT,,12345,03:15,04:05,,133,50,J,,,,,,,,1,DH8A,Y?price=130.62%;J?price=130.61%;F?price=130.61%,,
AVA,04428,,,,ENAT,ENVD,,123457,14:15,15:00,,133,45,J,,,,,,,,1,DH8A,Y?price=130.62%;J?price=130.61%;F?price=130.61%,,
AVA,04429,,,,ENVD,ENHF,,123457,09:43,10:33,,130,50,J,,,,,,,,1,DH8A,Y?price=129.91%;J?price=129.91%;F?price=129.91%,,
AVA,04430,,,,ENHF,ENVD,,1234,21:28,22:13,,130,45,J,,,,,,,,1,DH8A,Y?price=129.91%;J?price=129.91%;F?price=129.91%,,
AVA,04431,,,,ENVD,ENMH,,12345,03:00,03:31,,70,31,J,,,,,,,,1,DH8A,Y?price=116.26%;J?price=116.26%;F?price=116.26%,,
AVA,04432,,,,ENMH,ENVD,,123457,21:45,22:15,,70,30,J,,,,,,,,1,DH8A,Y?price=116.26%;J?price=116.26%;F?price=116.26%,,
AVA,04433,,,,ENVD,ENTC,,12345,06:38,07:50,,226,72,J,,,,,,,,1,DH8A,Y?price=152.23%;J?price=152.24%;F?price=152.23%,,
AVA,04434,,,,ENTC,ENVD,,6,11:00,12:07,,226,67,J,,,,,,,,1,DH8A,Y?price=152.23%;J?price=152.24%;F?price=152.23%,,
AVA,04435,,,,ENTC,ENVD,,123457,15:30,16:37,,226,67,J,,,,,,,,1,DH8A,Y?price=152.23%;J?price=152.24%;F?price=152.23%,,
AVA,04436,,,,ENZV,EDDB,,15,13:05,14:40,,472,95,J,,,,,,,,1,B738,Y?price=209%;J?price=209.01%;F?price=209%,,
AVA,04437,,,,EDDB,ENZV,,15,15:15,16:50,,472,95,J,,,,,,,,1,B738,Y?price=209%;J?price=209.01%;F?price=209%,,
AVA,04438,,,,EGKK,ENZV,,13457,20:05,21:45,,504,100,J,,,,,,,,1,B738,Y?price=216.34%;J?price=216.34%;F?price=216.34%,,
AVA,04439,,,,ENZV,EGLL,,12345,07:50,09:50,,490,120,J,,,,,,,,1,B737,Y?price=213.18%;J?price=213.18%;F?price=213.18%,,
AVA,04440,,,,EGLL,ENZV,,123457,18:50,20:40,,490,110,J,,,,,,,,1,CRJ9,Y?price=213.18%;J?price=213.18%;F?price=213.18%,,
AVA,04441,,,,ENZV,EGPD,,12345,05:50,07:05,,268,75,J,,,,,,,,1,DH8D,Y?price=161.89%;J?price=161.89%;F?price=161.89%,,
AVA,04442,,,,EGPD,ENZV,,123457,15:10,16:25,,268,75,J,,,,,,,,1,DH8D,Y?price=161.89%;J?price=161.89%;F?price=161.89%,,
AVA,04443,,,,ENZV,EGPD,,12345,07:00,08:10,,268,70,J,,,,,,,,1,CRJ9,Y?price=161.89%;J?price=161.89%;F?price=161.89%,,
AVA,04444,,,,EGPD,ENZV,,123457,14:05,15:15,,268,70,J,,,,,,,,1,CRJ9,Y?price=161.89%;J?price=161.89%;F?price=161.89%,,
AVA,04445,,,,ENZV,EHAM,,1234567,04:00,05:30,,395,90,J,,,,,,,,1,E190,Y?price=191.17%;J?price=191.17%;F?price=191.18%,,
AVA,04446,,,,EHAM,ENZV,,1234567,19:00,20:25,,395,85,J,,,,,,,,1,E190,Y?price=191.17%;J?price=191.17%;F?price=191.18%,,
AVA,04447,,,,ENZV,EKCH,,1234567,04:00,05:10,,300,70,J,,,,,,,,1,A320,Y?price=169.22%;J?price=169.22%;F?price=169.22%,,
AVA,04448,,,,EKCH,ENZV,,0123456,18:55,20:05,,300,70,J,,,,,,,,1,A320,Y?price=169.22%;J?price=169.22%;F?price=169.22%,,
AVA,04449,,,,ENZV,ENBR,,12345,04:45,05:20,,86,35,J,,,,,,,,1,CRJ9,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04450,,,,ENBR,ENZV,,7,15:45,16:20,,86,35,J,,,,,,,,1,CRJ9,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04451,,,,ENZV,ENBR,,12345,06:40,07:15,,86,35,J,,,,,,,,1,B734,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04452,,,,ENBR,ENZV,,12345,18:30,19:10,,86,40,J,,,,,,,,1,B734,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04453,,,,ENZV,ENBR,,12345,06:49,07:30,,86,41,J,,,,,,,,1,B733,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04454,,,,ENBR,ENZV,,12345,18:24,19:05,,86,41,J,,,,,,,,1,B733,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04455,,,,ENBR,ENZV,,6,10:25,11:05,,86,40,J,,,,,,,,1,DH8D,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04456,,,,ENZV,ENBR,,67,08:00,08:40,,86,40,J,,,,,,,,1,DH8D,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04457,,,,ENBR,ENZV,,6,14:45,15:25,,86,40,J,,,,,,,,1,DH8D,Y?price=119.83%;J?price=119.83%;F?price=119.83%,,
AVA,04458,,,,ENZV,ENGM,,123456,04:30,05:20,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04459,,,,ENGM,ENZV,,123457,16:00,16:50,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04460,,,,ENZV,ENGM,,1234,04:35,05:30,,184,55,J,,,,,,,,1,B737,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04461,,,,ENGM,ENZV,,05,18:20,19:10,,184,50,J,,,,,,,,1,B737,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04462,,,,ENZV,ENGM,,7,05:30,06:20,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04463,,,,ENGM,ENZV,,123457,18:30,19:20,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04464,,,,ENZV,ENGM,,1235,06:00,06:50,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04465,,,,ENGM,ENZV,,5,19:00,19:50,,184,50,J,,,,,,,,1,B737,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04466,,,,ENGM,ENZV,,0125,19:45,20:35,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04467,,,,ENGM,ENZV,,4,20:55,21:45,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04468,,,,ENGM,ENZV,,5,20:45,21:35,,184,50,J,,,,,,,,1,B737,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04469,,,,ENGM,ENZV,,47,21:00,21:50,,184,50,J,,,,,,,,1,B738,Y?price=142.45%;J?price=142.45%;F?price=142.45%,,
AVA,04470,,,,ENZV,ENKB,,12345,08:00,09:25,,262,85,J,,,,,,,,1,DH8D,Y?price=160.43%;J?price=160.44%;F?price=160.44%,,
AVA,04471,,,,ENKB,ENZV,,12345,11:20,12:45,,262,85,J,,,,,,,,1,DH8D,Y?price=160.43%;J?price=160.44%;F?price=160.44%,,
AVA,04472,,,,ENZV,ENVA,,2,00:40,01:50,,314,70,J,,,,,,,,1,A321,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04473,,,,ENVA,ENZV,,5,02:15,03:25,,314,70,J,,,,,,,,1,A321,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04474,,,,ENZV,ENVA,,1245,08:35,09:45,,314,70,J,,,,,,,,1,CRJ9,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04475,,,,ENVA,ENZV,,012345,14:05,15:15,,314,70,J,,,,,,,,1,CRJ9,Y?price=172.54%;J?price=172.53%;F?price=172.53%,,
AVA,04476,,,,ENZV,EPKK,,47,04:15,06:20,,720,125,J,,,,,,,,1,B738,Y?price=266.11%;J?price=266.11%;F?price=266.11%,,
AVA,04477,,,,EPKK,ENZV,,47,06:50,08:55,,720,125,J,,,,,,,,1,B738,Y?price=266.11%;J?price=266.11%;F?price=266.11%,,
AVA,04478,,,,ENZV,EPSC,,37,06:25,08:00,,442,95,J,,,,,,,,1,A320,Y?price=202.06%;J?price=202.06%;F?price=202.06%,,
AVA,04479,,,,EPSC,ENZV,,37,08:30,10:05,,442,95,J,,,,,,,,1,A320,Y?price=202.06%;J?price=202.06%;F?price=202.06%,,
AVA,04480,,,,ENZV,EYKA,,246,06:25,08:25,,646,120,J,,,,,,,,1,A320,Y?price=248.97%;J?price=248.96%;F?price=248.96%,,
AVA,04481,,,,EYKA,ENZV,,246,08:55,11:00,,646,125,J,,,,,,,,1,A320,Y?price=248.97%;J?price=248.96%;F?price=248.96%,,
AVA,04482,,,,ENZV,GCLP,,3,07:40,13:10,,2051,330,J,,,,,,,,1,B738,Y?price=573.26%;J?price=573.27%;F?price=573.27%,,
AVA,04483,,,,GCLP,ENZV,,3,12:35,17:45,,2051,310,J,,,,,,,,1,B738,Y?price=573.26%;J?price=573.27%;F?price=573.27%,,
AVA,04484,,,,ENZV,LBBG,,2,04:10,07:35,,1272,205,J,,,,,,,,1,B738,Y?price=393.46%;J?price=393.46%;F?price=393.46%,,
AVA,04485,,,,LBBG,ENZV,,2,08:25,11:50,,1272,205,J,,,,,,,,1,B738,Y?price=393.46%;J?price=393.46%;F?price=393.46%,,
AVA,04486,,,,ENZV,LBBG,,2,04:40,07:55,,1272,195,J,,,,,,,,1,B738,Y?price=393.46%;J?price=393.46%;F?price=393.46%,,
AVA,04487,,,,LBBG,ENZV,,2,08:55,12:15,,1272,200,J,,,,,,,,1,B738,Y?price=393.46%;J?price=393.46%;F?price=393.46%,,
AVA,04488,,,,ENZV,LBWN,,1,05:15,08:25,,1246,190,J,,,,,,,,1,A321,Y?price=387.45%;J?price=387.45%;F?price=387.45%,,
AVA,04489,,,,LBWN,ENZV,,1,20:40,23:55,,1246,195,J,,,,,,,,1,A321,Y?price=387.45%;J?price=387.45%;F?price=387.45%,,
AVA,04490,,,,ENZV,LCLK,,5,05:00,09:35,,1814,275,J,,,,,,,,1,B738,Y?price=518.66%;J?price=518.66%;F?price=518.66%,,
AVA,04491,,,,LCLK,ENZV,,5,10:25,15:10,,1814,285,J,,,,,,,,1,B738,Y?price=518.66%;J?price=518.66%;F?price=518.66%,,
AVA,04492,,,,ENZV,LDDU,,36,04:00,06:50,,1086,170,J,,,,,,,,1,B738,Y?price=350.6%;J?price=350.61%;F?price=350.6%,,
AVA,04493,,,,LDDU,ENZV,,36,07:30,10:30,,1086,180,J,,,,,,,,1,B738,Y?price=350.6%;J?price=350.61%;F?price=350.6%,,
AVA,04494,,,,ENZV,LDPL,,5,16:00,18:35,,892,155,J,,,,,,,,1,B738,Y?price=305.78%;J?price=305.78%;F?price=305.78%,,
AVA,04495,,,,LDPL,ENZV,,5,19:20,22:05,,892,165,J,,,,,,,,1,B738,Y?price=305.78%;J?price=305.78%;F?price=305.78%,,
AVA,04496,,,,ENZV,LDPL,,6,16:20,18:50,,892,150,J,,,,,,,,1,CRJ9,Y?price=305.78%;J?price=305.78%;F?price=305.78%,,
AVA,04497,,,,LDPL,ENZV,,6,19:35,22:05,,892,150,J,,,,,,,,1,CRJ9,Y?price=305.78%;J?price=305.78%;F?price=305.78%,,
AVA,04498,,,,ENZV,LDSP,,6,04:00,06:40,,1001,160,J,,,,,,,,1,B737,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04499,,,,LDSP,ENZV,,6,07:30,10:20,,1001,170,J,,,,,,,,1,B737,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04500,,,,ENZV,LDSP,,6,05:05,07:50,,1001,165,J,,,,,,,,1,B738,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04501,,,,LDSP,ENZV,,14,09:35,12:20,,1001,165,J,,,,,,,,1,B738,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04502,,,,ENZV,LDSP,,3,05:55,08:40,,1001,165,J,,,,,,,,1,B737,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
AVA,04503,,,,LDSP,ENZV,,6,17:25,20:10,,1001,165,J,,,,,,,,1,B738,Y?price=330.97%;J?price=330.96%;F?price=330.96%,,
