subfleet,iata,icao,airport_id,name,registration,hex_code,mtow,zfw,status
D328,D38,D328,EGPH,"Adășeni",AV-1688,,13990.00,0.00,A
D328,D38,D328,EGPH,"Nong Prue",AV-1689,,13990.00,0.00,A
D328,D38,D328,EGPH,"Holbav",AV-1690,,13990.00,0.00,A
D328,D38,D328,EGPH,"Boerne",AV-1691,,13990.00,0.00,A
A319,319,A319,EGPH,"Köping",AV-1692,,64000.00,44632.00,A
A319,319,A319,EGPH,"Kizlyar",AV-1693,,64000.00,44632.00,A
A319,319,A319,EGPH,"Evren",AV-1694,,64000.00,44632.00,A
B763,763,B763,EGPH,"Kysucké Nové Mesto",AV-1695,,184612.00,134212.00,A
B763,763,B763,EGPH,"Tokoname",AV-1696,,184612.00,134212.00,A
B763,763,B763,EGPH,"Vlăsineşti",AV-1697,,184612.00,134212.00,A
B763,763,B763,EGPH,"Cristuru Secuiesc",AV-1698,,184612.00,134212.00,A
A321,321,A321,EGPH,"Kvalsund",AV-1699,,89000.00,69760.00,A
A321,321,A321,EGPH,"Sarōbī",AV-1700,,89000.00,69760.00,A
A321,321,A321,EGPH,"Martin",AV-1701,,89000.00,69760.00,A
A333,333,A333,EGPH,"Soda Springs",AV-1702,,212000.00,100728.00,A
B738,738,B738,EGPH,"Acaponeta",AV-1703,,79015.00,58197.00,A
B738,738,B738,EGPH,"Molėtai",AV-1704,,79015.00,58197.00,A
B738,738,B738,EGPH,"Union",AV-1705,,79015.00,58197.00,A
B738,738,B738,EGPH,"Pardoşi",AV-1706,,79015.00,58197.00,A
B738,738,B738,EGPH,"Obârşia",AV-1707,,79015.00,58197.00,A
B738,738,B738,EGPH,"Târgşoru Vechi",AV-1708,,79015.00,58197.00,A
B738,738,B738,EGPH,"Sobral de Monte Agraço",AV-1709,,79015.00,58197.00,A
B738,738,B738,EGPH,"Fulton",AV-1710,,79015.00,58197.00,A
B738,738,B738,EGPH,"Kōnosu",AV-1711,,79015.00,58197.00,A
B737,73G,B737,EGPH,"Eagle River",AV-1712,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Moura",AV-1713,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Zelmeņi",AV-1714,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Tuxtilla",AV-1715,,70080.00,49262.00,A
B737,73G,B737,EGPH,"San Cristóbal Amatlán",AV-1716,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Rock Island",AV-1717,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Alandroal",AV-1718,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Edina",AV-1719,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Guachinango",AV-1720,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Hanönü",AV-1721,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Stanton",AV-1722,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Janów Lubelski",AV-1723,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Saruhanlı",AV-1724,,70080.00,49262.00,A
B738,738,B738,EGPH,"Hood River",AV-1725,,79015.00,58197.00,A
B738,738,B738,EGPH,"Poiana Mare",AV-1726,,79015.00,58197.00,A
B738,738,B738,EGPH,"Río Grande",AV-1727,,79015.00,58197.00,A
B738,738,B738,EGPH,"Kuhsān",AV-1728,,79015.00,58197.00,A
B738,738,B738,EGPH,"Tlacojalpan",AV-1729,,79015.00,58197.00,A
B738,738,B738,EGPH,"Støvring",AV-1730,,79015.00,58197.00,A
B738,738,B738,EGPH,"Manhattan",AV-1731,,79015.00,58197.00,A
B738,738,B738,EGPH,"Bozkurt",AV-1732,,79015.00,58197.00,A
B738,738,B738,EGPH,"Tutak",AV-1733,,79015.00,58197.00,A
B738,738,B738,EGPH,"Gonzales",AV-1734,,79015.00,58197.00,A
B738,738,B738,EGPH,"Kiowa",AV-1735,,79015.00,58197.00,A
B738,738,B738,EGPH,"Ban Phai",AV-1736,,79015.00,58197.00,A
B738,738,B738,EGPH,"Tbilisskaya",AV-1737,,79015.00,58197.00,A
B739,739,B739,EGPH,"Karamanlı",AV-1738,,79015.00,55282.00,A
B739,739,B739,EGPH,"Alliance",AV-1739,,79015.00,55282.00,A
B739,739,B739,EGPH,"Soledad de Graciano Sánchez",AV-1740,,79015.00,55282.00,A
B739,739,B739,EGPH,"Środa Wielkopolska",AV-1741,,79015.00,55282.00,A
B739,739,B739,EGPH,"Amami",AV-1742,,79015.00,55282.00,A
B738,738,B738,EGPH,"Jilotepec",AV-1743,,79015.00,58197.00,A
B738,738,B738,EGPH,"Korenovsk",AV-1744,,79015.00,58197.00,A
B738,738,B738,EGPH,"Certeju de Sus",AV-1745,,79015.00,58197.00,A
B738,738,B738,EGPH,"Culpeper",AV-1746,,79015.00,58197.00,A
B738,738,B738,EGPH,"Geneva",AV-1747,,79015.00,58197.00,A
E190,E90,E190,EGPH,"Port Lavaca",AV-1748,,51800.00,0.00,A
E190,E90,E190,EGPH,"Clarinda",AV-1749,,51800.00,0.00,A
E190,E90,E190,EGPH,"Boița",AV-1750,,51800.00,0.00,A
E190,E90,E190,EGPH,"Kazincbarcika",AV-1751,,51800.00,0.00,A
E190,E90,E190,EGPH,"Smithfield",AV-1752,,51800.00,0.00,A
E170,E70,E170,EGPH,"Vurpăr",AV-1753,,38600.00,0.00,A
E170,E70,E170,EGPH,"Cernişoara",AV-1754,,38600.00,0.00,A
E170,E70,E170,EGPH,"Thung Hua Chang",AV-1755,,38600.00,0.00,A
E170,E70,E170,EGPH,"La Huerta",AV-1756,,38600.00,0.00,A
E170,E70,E170,EGPH,"Gălăneşti",AV-1757,,38600.00,0.00,A
E170,E70,E170,EGPH,"Phra Pradaeng",AV-1758,,38600.00,0.00,A
E170,E70,E170,EGPH,"Sâg",AV-1759,,38600.00,0.00,A
E170,E70,E170,EGPH,"Brenham",AV-1760,,38600.00,0.00,A
E170,E70,E170,EGPH,"Oğuzlar",AV-1761,,38600.00,0.00,A
E170,E70,E170,EGPH,"Hartford City",AV-1762,,38600.00,0.00,A
E170,E70,E170,EGPH,"Khao Khitchakut",AV-1763,,38600.00,0.00,A
E170,E70,E170,EGPH,"Cuzăplac",AV-1764,,38600.00,0.00,A
E170,E70,E170,EGPH,"Poienile de sub Munte",AV-1765,,38600.00,0.00,A
E170,E70,E170,EGPH,"Cuautempan",AV-1766,,38600.00,0.00,A
E190,E90,E190,EGPH,"Yellville",AV-1767,,51800.00,0.00,A
E170,E70,E170,EGPH,"Călăţele",AV-1768,,38600.00,0.00,A
E170,E70,E170,EGPH,"Marca",AV-1769,,38600.00,0.00,A
E190,E90,E190,EGPH,"Santiago Chazumba",AV-1770,,51800.00,0.00,A
E170,E70,E170,EGPH,"Nanao",AV-1771,,38600.00,0.00,A
E190,E90,E190,EGPH,"Zhoukou",AV-1772,,51800.00,0.00,A
E190,E90,E190,EGPH,"Castle Dale",AV-1773,,51800.00,0.00,A
E190,E90,E190,EGPH,"Apaseo el Alto",AV-1774,,51800.00,0.00,A
E190,E90,E190,EGPH,"Oşeşti",AV-1775,,51800.00,0.00,A
E190,E90,E190,EGPH,"Ozërsk",AV-1776,,51800.00,0.00,A
E190,E90,E190,EGPH,"San Vicente Lachixío",AV-1777,,51800.00,0.00,A
E190,E90,E190,EGPH,"Saguache",AV-1778,,51800.00,0.00,A
E190,E90,E190,EGPH,"Ranot",AV-1779,,51800.00,0.00,A
E190,E90,E190,EGPH,"Redwood Falls",AV-1780,,51800.00,0.00,A
E190,E90,E190,EGPH,"Altzayanca",AV-1781,,51800.00,0.00,A
E190,E90,E190,EGPH,"Făgeţelu",AV-1782,,51800.00,0.00,A
E190,E90,E190,EGPH,"Sviniţa",AV-1783,,51800.00,0.00,A
E190,E90,E190,EGPH,"Tondabayashichō",AV-1784,,51800.00,0.00,A
E190,E90,E190,EGPH,"Moen",AV-1785,,51800.00,0.00,A
E190,E90,E190,EGPH,"Cârţişoara",AV-1786,,51800.00,0.00,A
E190,E90,E190,EGPH,"Mourão",AV-1787,,51800.00,0.00,A
E190,E90,E190,EGPH,"Chapa de Mota",AV-1788,,51800.00,0.00,A
E190,E90,E190,EGPH,"Scânteiești",AV-1789,,51800.00,0.00,A
E190,E90,E190,EGPH,"Ansbach",AV-1790,,51800.00,0.00,A
E190,E90,E190,EGPH,"San Lucas Zoquiápam",AV-1791,,51800.00,0.00,A
E190,E90,E190,EGPH,"Cristineşti",AV-1792,,51800.00,0.00,A
E190,E90,E190,EGPH,"Sânmihaiu Almaşului",AV-1793,,51800.00,0.00,A
E190,E90,E190,EGPH,"Tetla",AV-1794,,51800.00,0.00,A
B738,738,B738,EGPH,"Viile Satu Mare",AV-1795,,79015.00,58197.00,A
B738,738,B738,EGPH,"Karukh",AV-1796,,79015.00,58197.00,A
B738,738,B738,EGPH,"Price",AV-1797,,79015.00,58197.00,A
B738,738,B738,EGPH,"Ahmetli",AV-1798,,79015.00,58197.00,A
B738,738,B738,EGPH,"Faraoaní",AV-1799,,79015.00,58197.00,A
B463,143,B463,EGPH,"Tismana",AV-1800,,43091.00,33709.00,A
A320,320,A320,EGPH,"İncirliova",AV-1801,,73500.00,54132.00,A
A320,320,A320,EGPH,"Chiquilistlán",AV-1802,,73500.00,54132.00,A
B462,142,B462,EGPH,"Zăvoi",AV-1803,,40596.00,31214.00,A
B462,142,B462,EGPH,"Soperton",AV-1804,,40596.00,31214.00,A
B462,142,B462,EGPH,"Watkins Glen",AV-1805,,40596.00,31214.00,A
CRJ2,CR2,CRJ2,EGPH,"Kut Chap",AV-1806,,23133.00,16668.00,A
SB20,,SB20,EGPH,"Onida",AV-1807,,22800.00,0.00,A
SB20,,SB20,EGPH,"Fairview",AV-1808,,22800.00,0.00,A
SB20,,SB20,EGPH,"Româneşti",AV-1809,,22800.00,0.00,A
SB20,,SB20,EGPH,"Şelimbăr",AV-1810,,22800.00,0.00,A
SB20,,SB20,EGPH,"Torrington",AV-1811,,22800.00,0.00,A
SB20,,SB20,EGPH,"Kilimli",AV-1812,,22800.00,0.00,A
SB20,,SB20,EGPH,"Avrig",AV-1813,,22800.00,0.00,A
SB20,,SB20,EGPH,"Lunguleţu",AV-1814,,22800.00,0.00,A
SB20,,SB20,EGPH,"Philadelphia",AV-1815,,22800.00,0.00,A
B737,73G,B737,EGPH,"Zacatepec",AV-1816,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Belene",AV-1817,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Yavuzeli",AV-1818,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Prescott",AV-1819,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Püspökladány",AV-1820,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Straja",AV-1821,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Budila",AV-1822,,70080.00,49262.00,A
B738,738,B738,EGPH,"Drenovets",AV-1823,,79015.00,58197.00,A
CRJ2,CR2,CRJ2,EGPH,"Phanat Nikhom",AV-1824,,23133.00,16668.00,A
B462,142,B462,EGPH,"Sărmaş",AV-1825,,40596.00,31214.00,A
B737,73G,B737,EGPH,"Dumeşti",AV-1826,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Tamiahua",AV-1827,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Voss",AV-1828,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Superior",AV-1829,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Ban Pong",AV-1830,,70080.00,49262.00,A
A21N,32Q,A21N,EGPH,"Greensburg",AV-1831,,83000.00,0.00,A
A320,320,A320,EGPH,"Tecámac",AV-1832,,73500.00,54132.00,A
A320,320,A320,EGPH,"Buharkent",AV-1833,,73500.00,54132.00,A
A320,320,A320,EGPH,"Iruma",AV-1834,,73500.00,54132.00,A
B738,738,B738,EGPH,"Zoquiopan",AV-1835,,79015.00,58197.00,A
B738,738,B738,EGPH,"Ciudad Fernández",AV-1836,,79015.00,58197.00,A
B738,738,B738,EGPH,"Sarıkamış",AV-1837,,79015.00,58197.00,A
B738,738,B738,EGPH,"Morehead",AV-1838,,79015.00,58197.00,A
SF34,,SF34,EGPH,"Cabaiguán",AV-1839,,13155.00,0.00,A
SF34,,SF34,EGPH,"Sōja",AV-1840,,13155.00,0.00,A
SF34,,SF34,EGPH,"Vişeu de Jos",AV-1841,,13155.00,0.00,A
E195,E95,E195,EGPH,"Älvdalen",AV-1842,,52290.00,0.00,A
E195,E95,E195,EGPH,"San Lucas Quiavini",AV-1843,,52290.00,0.00,A
E195,E95,E195,EGPH,"Ciocani",AV-1844,,52290.00,0.00,A
E195,E95,E195,EGPH,"Bedekovčina",AV-1845,,52290.00,0.00,A
E195,E95,E195,EGPH,"Acula",AV-1846,,52290.00,0.00,A
E195,E95,E195,EGPH,"Tamazulapam",AV-1847,,52290.00,0.00,A
A320,320,A320,EGPH,"Tecolutla",AV-1848,,73500.00,54132.00,A
A320,320,A320,EGPH,"Calhoun",AV-1849,,73500.00,54132.00,A
A320,320,A320,EGPH,"Pénjamo",AV-1850,,73500.00,54132.00,A
A320,320,A320,EGPH,"Saborsko",AV-1851,,73500.00,54132.00,A
A320,320,A320,EGPH,"Miranda do Corvo",AV-1852,,73500.00,54132.00,A
A320,320,A320,EGPH,"Chappell",AV-1853,,73500.00,54132.00,A
A320,320,A320,EGPH,"Mölnlycke",AV-1854,,73500.00,54132.00,A
A320,320,A320,EGPH,"Siófok",AV-1855,,73500.00,54132.00,A
B738,738,B738,EGPH,"Tenancingo",AV-1856,,79015.00,58197.00,A
B738,738,B738,EGPH,"Glenwood Springs",AV-1857,,79015.00,58197.00,A
B738,738,B738,EGPH,"Istria",AV-1858,,79015.00,58197.00,A
B738,738,B738,EGPH,"Habo",AV-1859,,79015.00,58197.00,A
B738,738,B738,EGPH,"Claxton",AV-1860,,79015.00,58197.00,A
A320,320,A320,EGPH,"Deming",AV-1861,,73500.00,54132.00,A
A320,320,A320,EGPH,"Tamazula de Victoria",AV-1862,,73500.00,54132.00,A
A332,332,A332,EGPH,"Sali",AV-1863,,230000.00,118728.00,A
A332,332,A332,EGPH,"Ariniş",AV-1864,,230000.00,118728.00,A
B738,738,B738,EGPH,"Saint Augustine",AV-1865,,79015.00,58197.00,A
B738,738,B738,EGPH,"Ulmeni",AV-1866,,79015.00,58197.00,A
B738,738,B738,EGPH,"White Cloud",AV-1867,,79015.00,58197.00,A
A332,332,A332,EGPH,"Ichinomiya",AV-1868,,230000.00,118728.00,A
A332,332,A332,EGPH,"Acâş",AV-1869,,230000.00,118728.00,A
A332,332,A332,EGPH,"Connersville",AV-1870,,230000.00,118728.00,A
A332,332,A332,EGPH,"Capulhuac de Mirafuentes",AV-1871,,230000.00,118728.00,A
A332,332,A332,EGPH,"Sânpetru",AV-1872,,230000.00,118728.00,A
A332,332,A332,EGPH,"Ticuşu Vechi",AV-1873,,230000.00,118728.00,A
A321,321,A321,EGPH,"Comalapa",AV-1874,,89000.00,69760.00,A
A321,321,A321,EGPH,"García",AV-1875,,89000.00,69760.00,A
A321,321,A321,EGPH,"Privas",AV-1876,,89000.00,69760.00,A
A321,321,A321,EGPH,"Bartolomé Masó",AV-1877,,89000.00,69760.00,A
A321,321,A321,EGPH,"Gretna",AV-1878,,89000.00,69760.00,A
A321,321,A321,EGPH,"Leleasca",AV-1879,,89000.00,69760.00,A
A321,321,A321,EGPH,"Doctor Mora",AV-1880,,89000.00,69760.00,A
B738,738,B738,EGPH,"Nong Chok",AV-1881,,79015.00,58197.00,A
B738,738,B738,EGPH,"Santa María Jalapa del Marqués",AV-1882,,79015.00,58197.00,A
B738,738,B738,EGPH,"Fordyce",AV-1883,,79015.00,58197.00,A
B738,738,B738,EGPH,"Zagorska Sela",AV-1884,,79015.00,58197.00,A
B738,738,B738,EGPH,"Şirna",AV-1885,,79015.00,58197.00,A
B738,738,B738,EGPH,"Nytva",AV-1886,,79015.00,58197.00,A
B738,738,B738,EGPH,"Matsusaka",AV-1887,,79015.00,58197.00,A
B738,738,B738,EGPH,"Samoeng",AV-1888,,79015.00,58197.00,A
B739,739,B739,EGPH,"Kokkedal",AV-1889,,79015.00,55282.00,A
B739,739,B739,EGPH,"Zwoleń",AV-1890,,79015.00,55282.00,A
B739,739,B739,EGPH,"Dereli",AV-1891,,79015.00,55282.00,A
B739,739,B739,EGPH,"Parowan",AV-1892,,79015.00,55282.00,A
B739,739,B739,EGPH,"Chōfu",AV-1893,,79015.00,55282.00,A
B739,739,B739,EGPH,"Khlong Khlung",AV-1894,,79015.00,55282.00,A
B739,739,B739,EGPH,"Jastrzębie Zdrój",AV-1895,,79015.00,55282.00,A
A332,332,A332,EGPH,"Asahikawa",AV-1896,,230000.00,118728.00,A
A320,320,A320,EGPH,"Haugesund",AV-1897,,73500.00,54132.00,A
A320,320,A320,EGPH,"Petelea",AV-1898,,73500.00,54132.00,A
A320,320,A320,EGPH,"Hova",AV-1899,,73500.00,54132.00,A
B738,738,B738,EGPH,"Ciudad de Huajuapan de León",AV-1900,,79015.00,58197.00,A
B738,738,B738,EGPH,"Waverly",AV-1901,,79015.00,58197.00,A
B733,733,B733,EGPH,"Beriu",AV-1902,,63276.00,47196.00,A
B733,733,B733,EGPH,"Candelaria Loxicha",AV-1903,,63276.00,47196.00,A
B733,733,B733,EGPH,"Çukurca",AV-1904,,63276.00,47196.00,A
B733,733,B733,EGPH,"Phu Sang",AV-1905,,63276.00,47196.00,A
B734,734,B734,EGPH,"Arpaçay",AV-1906,,68038.00,51958.00,A
B752,752,B752,EGPH,"Naucalpan de Juárez",AV-1907,,108862.00,74070.00,A
B752,752,B752,EGPH,"Atarjea",AV-1908,,108862.00,74070.00,A
B752,752,B752,EGPH,"Medgidia",AV-1909,,108862.00,74070.00,A
B752,752,B752,EGPH,"Sulţānpūr-e ‘Ulyā",AV-1910,,108862.00,74070.00,A
B752,752,B752,EGPH,"Kaptol",AV-1911,,108862.00,74070.00,A
B752,752,B752,EGPH,"Mudanya",AV-1912,,108862.00,74070.00,A
B752,752,B752,EGPH,"Pogăceaua",AV-1913,,108862.00,74070.00,A
B752,752,B752,EGPH,"Asakuchi",AV-1914,,108862.00,74070.00,A
B752,752,B752,EGPH,"Kuchinarai",AV-1915,,108862.00,74070.00,A
B752,752,B752,EGPH,"Negomir",AV-1916,,108862.00,74070.00,A
B752,752,B752,EGPH,"Akyazı",AV-1917,,108862.00,74070.00,A
B752,752,B752,EGPH,"Joniškis",AV-1918,,108862.00,74070.00,A
B752,752,B752,EGPH,"Yverdon-les-Bains",AV-1919,,108862.00,74070.00,A
B752,752,B752,EGPH,"Şinteu",AV-1920,,108862.00,74070.00,A
B752,752,B752,EGPH,"Batavia",AV-1921,,108862.00,74070.00,A
DH8D,DH4,DH8D,EGPH,"Skaland",AV-1922,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Huásabas",AV-1923,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Vila Nova da Barquinha",AV-1924,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Montgomery City",AV-1925,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Călui",AV-1926,,30481.00,0.00,A
B752,752,B752,EGPH,"Lake Butler",AV-1927,,108862.00,74070.00,A
B752,752,B752,EGPH,"Valea Măcrișului",AV-1928,,108862.00,74070.00,A
B752,752,B752,EGPH,"Uivar",AV-1929,,108862.00,74070.00,A
B752,752,B752,EGPH,"Donja Pušća",AV-1930,,108862.00,74070.00,A
B752,752,B752,EGPH,"Gruiu",AV-1931,,108862.00,74070.00,A
B763,763,B763,EGPH,"Ervenik",AV-1932,,184612.00,134212.00,A
B763,763,B763,EGPH,"Iskar",AV-1933,,184612.00,134212.00,A
B763,763,B763,EGPH,"Camargo",AV-1934,,184612.00,134212.00,A
B752,752,B752,EGPH,"Penamacor",AV-1935,,108862.00,74070.00,A
B752,752,B752,EGPH,"Dingxi",AV-1936,,108862.00,74070.00,A
B752,752,B752,EGPH,"Sirač",AV-1937,,108862.00,74070.00,A
B763,763,B763,EGPH,"Kateríni",AV-1938,,184612.00,134212.00,A
B752,752,B752,EGPH,"West Union",AV-1939,,108862.00,74070.00,A
DHC6,,DHC6,EGPH,"Rădăuți",AV-1940,,5670.00,0.00,A
DHC6,,DHC6,EGPH,"Burfjord",AV-1941,,5670.00,0.00,A
A321,321,A321,EGPH,"Khulm",AV-1942,,89000.00,69760.00,A
A320,320,A320,EGPH,"Paredes de Coura",AV-1943,,73500.00,54132.00,A
A320,320,A320,EGPH,"Sănduleni",AV-1944,,73500.00,54132.00,A
B738,738,B738,EGPH,"Cozma",AV-1945,,79015.00,58197.00,A
A320,320,A320,EGPH,"Birchiş",AV-1946,,73500.00,54132.00,A
A320,320,A320,EGPH,"Nong Yai",AV-1947,,73500.00,54132.00,A
B738,738,B738,EGPH,"Kho Wang",AV-1948,,79015.00,58197.00,A
A320,320,A320,EGPH,"Bol",AV-1949,,73500.00,54132.00,A
A320,320,A320,EGPH,"Qal‘ah-ye Fārsī",AV-1950,,73500.00,54132.00,A
B738,738,B738,EGPH,"Hazard",AV-1951,,79015.00,58197.00,A
B738,738,B738,EGPH,"Halmăşd",AV-1952,,79015.00,58197.00,A
CRJ2,CR2,CRJ2,EGPH,"Santiago Tenango",AV-1953,,23133.00,16668.00,A
B738,738,B738,EGPH,"Perg",AV-1954,,79015.00,58197.00,A
A320,320,A320,EGPH,"Tingsryd",AV-1955,,73500.00,54132.00,A
CRJ2,CR2,CRJ2,EGPH,"Cestica",AV-1956,,23133.00,16668.00,A
B744,744,B744,EGPH,"Kalix",AV-1957,,396893.00,203973.00,A
B744,744,B744,EGPH,"Pinal de Amoles",AV-1958,,396893.00,203973.00,A
B738,738,B738,EGPH,"Tumbiscatío de Ruiz",AV-1959,,79015.00,58197.00,A
DH8D,DH4,DH8D,EGPH,"Lushnjë",AV-1960,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Kramfors",AV-1961,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Predeal",AV-1962,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Boteni",AV-1963,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Šodolovci",AV-1964,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Mecatlán",AV-1965,,30481.00,0.00,A
B733,733,B733,EGPH,"Santiago do Cacém",AV-1966,,63276.00,47196.00,A
B733,733,B733,EGPH,"Villa Hidalgo",AV-1967,,63276.00,47196.00,A
B733,733,B733,EGPH,"Cully",AV-1968,,63276.00,47196.00,A
DH8D,DH4,DH8D,EGPH,"Belica",AV-1969,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Brewton",AV-1970,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Tampico",AV-1971,,30481.00,0.00,A
BCS3,CS3,BCS3,EGPH,"Mârzăneşti",AV-1972,,67585.00,50379.00,A
BCS3,CS3,BCS3,EGPH,"Tlacoachistlahuaca",AV-1973,,67585.00,50379.00,A
A320,320,A320,EGPH,"Kızıltepe",AV-1974,,73500.00,54132.00,A
B734,734,B734,EGPH,"Viesca",AV-1975,,68038.00,51958.00,A
B734,734,B734,EGPH,"Longyan",AV-1976,,68038.00,51958.00,A
B734,734,B734,EGPH,"Brigham City",AV-1977,,68038.00,51958.00,A
B734,734,B734,EGPH,"Pluma Hidalgo",AV-1978,,68038.00,51958.00,A
B734,734,B734,EGPH,"Dragalić",AV-1979,,68038.00,51958.00,A
B734,734,B734,EGPH,"Berettyóújfalu",AV-1980,,68038.00,51958.00,A
B738,738,B738,EGPH,"San Jerónimo de Juárez",AV-1981,,79015.00,58197.00,A
B738,738,B738,EGPH,"Darzāb",AV-1982,,79015.00,58197.00,A
B738,738,B738,EGPH,"Magherafelt",AV-1983,,79015.00,58197.00,A
B738,738,B738,EGPH,"Şavşat",AV-1984,,79015.00,58197.00,A
B738,738,B738,EGPH,"Negraşi",AV-1985,,79015.00,58197.00,A
